49,Canal Carnaval,http://wow2.cl.digitalproserver.com/carnavaltv/carnavaltvvivo/carnavaltv.smil/chunklist.m3u8,12
50,ONG Medios | Valparaiso,http://v2movil.tustreaming.cl/tustreaming/live3/playlist.m3u8,12
51,Vox Populi Chile | Valparaiso,http://movilstream.digitalproserver.com/vox/voxvivo/vox.smil/playlist.m3u8,12
52,VTV Valparaiso y VIña del Mar,http://cdn.streamingmedia.cl:1935/live/vtvvina/playlist.m3u8,12
53,CANAL 2 SAN ANTONIO,http://video.crearchile.com:8080/live/canal2.mp4/playlist.m3u8,12
54,GiroVisual El Quisco,http://wow2.cl.digitalproserver.com/girovisual/girovisualvivo/girovisual.smil/playlist.m3u8,12
55,TVO San Vicente,http://wow2.cl.digitalproserver.com/tvo/tvovivo/tvo.smil/playlist.m3u8,12
56,Tele8 Illapel,http://wow2.cl.digitalproserver.com/tele8/tele8vivo/tele8.smil/playlist.m3u8,12
57,Sextavision | Rancagua,http://cl.streaminghd.cl/carlos132/carlos132/playlist.m3u8,12
58,UTV | San Clemente,http://cdn.mediostream.cl/utvs/livestream/playlist.m3u8?DVR,12
59,Sexta Vision (Rancagua),http://cl.streaminghd.cl/carlos132/carlos132/playlist.m3u8,12
60,CampusTV,http://unlimited2-cl.dps.live/campustv/campustv.smil/playlist.m3u8,12
61,TVCentro,http://wow2.cl.digitalproserver.com/centrotv/centrotvvivo/centrotv.smil/playlist.m3u8,12
62,CNC | Colchagua,http://audio.streaminghd.cl/8014/8014/playlist.m3u8,12
63,VTV Valle de Aconcagua,http://cdn.streamingmedia.cl:1935/live/vtv2/livestream3/playlist.m3u8,12
64,TV Maule,rtmp://videostreaming.cl:8080/live/ playpath=mp4:tvmaule.mp4 swfUrl=http://crearchile.tv/jwplayer.flash.swf live=1 pageUrl=http://panel.crearchile.tv/index.php?usuario=tvmaule&action=reproductor,12
65,ROMERAL TV ESCOLAR,http://video.crearchile.info:8080/live/daemrome.mp4/playlist.m3u8,12
66,TV5 Linares,http://v1.tustreaming.cl:1935/canal5/canal5/playlist.m3u8?DVR,13
67,canal 21 Chillan,rtmp://v1.streaminglatinoamerica.com:1935/canal21ch/canal21ch,13
68,Televida Chillan,http://unlimited1-cl.dps.live/tlvida/tlvida.smil/playlist.m3u8,13
69,TV8 Vive Chile Concepcion,rtmp://wow2.cl.digitalproserver.com/tv8/tv8vivo/livestream1.flv,13
70,Bio Bio Television canal 9,http://unlimited2-cl.dps.live/c9/c9.smil/playlist.m3u8,13
71,TVU,http://unlimited6-cl.dps.live/tvu/tvu.smil/playlist.m3u8,13
72,TV4 (Lota),rtmp://evo.eltelon.com:1935/live/ playpath=tv4-television swfUrl=https://www.eltelon.com/js/jwplayer-7.2.4/jwplayer.flash.swf pageUrl=https://www.eltelon.com/embed/MXmJrwzjF3l,13
73,Contivision,http://wow2.cl.digitalproserver.com/contivisionhd/contivisionhdvivo/contivisionhd.smil/playlist.m3u8,13
74,Contivision [ALT],http://movil.cl.digitalproserver.com:1935/contivisionhd/contivisionhdvivo/contivisionhd.smil/playlist.m3u8,13
75,Contivision Musica,http://wow2.cl.digitalproserver.com/contivisionmusica/contivisionmusicavivo/contivisionmusica.smil/playlist.m3u8,13
76,Dinamica Tv [Coronel],http://evo.eltelon.com:1935/live/dinamica-television/playlist.m3u8,13
77,Universidad Autonoma de Chile,http://v1.tustreaming.cl:1935/tvautonoma/tvautonoma/playlist.m3u8,13
78,UFROVISION,https://mdstrm.com/live-stream-playlist/580a80b827de0ae2086ea6d8.m3u8,13
79,TecTV | Temuco,http://190.107.176.55:1935/live/tec-tv/playlist.m3u8,13
80,Pucon TV [HD],rtmp://190.107.176.55:1935/live/ playpath=pucon-tv swfUrl=http://www.eltelon.com/js/jwplayer-7.2.4/jwplayer.flash.swf live=1 pageUrl=http://www.eltelon.com/embed/jAGOAgVQEkU,13
81,PuconTV | Pucon,rtmp://190.107.176.55:1935/live/pucon-tv,13
82,ATV | Valdivia,rtmp://evo.eltelon.com:1935/live/atv-valdivia,13
83,Inet2-TV,http://wow2.cl.digitalproserver.com/inet2/inet2vivo/inet2.smil/chunklist_w699291402_b428000.m3u8,13
84,Canal 5 SAN JOSE DE ALCUDIA (Rio Bueno),rtmp://videostreaming.cl:8080/live/mp4:radiosanjose.mp4,13
85,Canal Latino (La Union),rtmp://video.crearchile.info:8080/live/mp4:latina.mp4,13
86,Chiloe TV 5 Chiloe,http://streaminglivehd.com:1935/8038/8038/playlist.m3u8,13
87,Canal 2 Quellon,http://wow2.cl.digitalproserver.com/tvquellon/tvquellonvivo/tvquellon.smil/chunklist.m3u8,13
88,CANAL 11 AYSEN,http://v1.tustreaming.cl:1935/aysentv/aysentv/playlist.m3u8?DVR,13
89,SANTA MARIA TV AYSEN,http://v1.tustreaming.cl:1935/santamaria/santamaria/playlist.m3u8,13
90,ELPINGUINO TV,http://streaming.elpinguino.com:1935/live/pinguinotv_360p/livestream.m3u8,13
91,ELPINGUINO TV [ALT],http://streaming.elpinguino.com:1935/live/pinguinotv_720p/livestream.m3u8,13
92,TVRed (Punta Arenas),http://69.164.193.177:1935/live/myStream/playlist.m3u8,13
93,UMAG TV,http://cl.origin.grupoz.cl:1935/tser5/live/playlist.m3u8,13
94,UMAG TV 2,rtmp://edge1.cl.grupoz.cl/itser4/tser4.sdp,13
95,ITV HD,http://wow2.cl.digitalproserver.com/itv/itvvivo/itv.smil/playlist.m3u8,13
96,Soberania TV Magallanes y Antartica Chilena,http://evo.eltelon.com:443/live/soberania/chunklist_w725687300.m3u8,13
97,Soberania | Punta Arenas,rtmp://evo.eltelon.com:1935/live/soberania,13
98,ANIME TV,http://video7.stream.mx:1935/raxatv/raxatv/chunklist_w884577146.m3u8,20
99,PAKA PAKA,http://lsdencuentrohls-lh.akamaihd.net/i/PKPKHLS_1@198010/master.m3u8,20
100,LOCOMOTION ,http://locomotiontv.com/envivo/loco_app/stream.m3u8,20
101,Los Simpsons 24/7,http://mediacp.cloudserver.cl:1935/CloudserverChanel/CloudserverChanel/playlist.m3u8,20
102,Futurama 24/7,http://tecnotv.xyz/media/futurama/,20
103,ATRESERIES,http://a3live-lh.akamaihd.net/i/a3shds/geoa3series_1@122775/master.m3u8,30
104,Canal de los Recuerdos,http://wow2.cl.digitalproserver.com/recuerdos/recuerdosvivo/recuerdos.smil/playlist.m3u8,40
105,Carina TV,http://wms.shared.streamshow.it/carinatv/carinatv/playlist.m3u8,40
106,City Radio TV,http://nodeb.gocaster.net:1935/CGL/_definst_/mp4:TODAYFM_TEST2/live.m3u8,40
107,HardLife TV,http://stream.hardlife.tv:8134/hls-live/livepkgr/_definst_/liveevent/hl.m3u8,40
108,Kiss TV,http://kissfm.en-directo.com/iphone/index_multirate.m3u8,40
109,Kiss TV [ALT],http://tst.es.flash.glb.ipercast.net/tst.es-live/live/playlist.m3u8,40
110,Amazing TV,http://redir.atmcdn.pl/hls/mm/multimedia/live/amazing/live.livx/playlist.m3u8?sessionId=ABA74CBC0702307FF0B559F938FC9B21.node1&stream=2,40
111,Virgin Radio TV,http://wow01.105.net/live/virgin1/.m3u8,40
112,Heavy Metal TV,rtmp://70.166.98.130:1935/hmtv/myStream,40
113,UK Film on TV UK,http://204.107.26.252:1935/live/691.high.stream/HasBahCa.m3u8,40
114,Vibee,http://46.101.21.42:8081/live/live2/playlist.m3u8,40
115,Melody,http://186.155.200.118:1935/live/MelodyChannel/playlist.m3u8,40
116,Melody,rtsp://186.155.200.118:1935/live/MelodyChannel,40
117,Capital TV-FM,http://ooyalahd2-f.akamaihd.net/i/globalradio01_delivery@156521/master.m3u8,40
118,Capital TV-FM [ALT],http://ooyalahd2-f.akamaihd.net/i/globalradio01_delivery@156521/index_656_av-p.m3u8,40
119,M2O,http://m2otv-lh.akamaihd.net/i/m2oTv_1@186074/index_600_av-b.m3u8?,40
120,M2O [ALT],http://m2otv-lh.akamaihd.net/i/m2oTv_1@186074/index_600_av-b.m3u8?sd=10&rebase=on,40
121,Djing TV,http://www.djing.com/tv/a-04.m3u8,40
122,DJING ANIMATION HD,http://www.djing.com/tv/a-05.m3u8,40
123,DJING IBIZA HD,http://www.djing.com/tv/d-05.m3u8,40
124,DJING UNDERGROUND HD,http://www.djing.com/tv/u-05.m3u8,40
125,DJING CLASSIC HD,http://www.djing.com/tv/i-05.m3u8,40
126,DJING Hot Hot Hot HD,http://www.djing.com/tv/hothothot.m3u8,40
127,Heart TV,http://ooyalahd2-f.akamaihd.net/i/globalradio02_delivery@156522/master.m3u8,40
128,Heart TV ALT,http://ooyalahd2-f.akamaihd.net/i/globalradio02_delivery@156522/index_656_av-p.m3u8?hd=10&amp;rebase=on,40
129,Radio One TV,http://server5.stweb.tv/radioone/live/playlist_w389730903.m3u8,40
130,ONE TV,http://rtmp.one.by:1300/,40
131,ONE TV 4K,http://rtmp.one.by:1400,40
132,Pop HD,rtmp://91.201.78.3:1935/live/pophd,40
133,RETRO TV,rtmp://stream.mediawork.cz/retrotv/retrotvHQ1,40
134,HIT TV,http://ksportiptv.com:1557/live/idou/idou/2628.ts,40
135,HIT TV 2,rtmp://tst.es.flash.glb.ipercast.net/tst.es-live/live,40
136,FM HOT,rtmp://evo.eltelon.com:1935/live/fm-hot-tv,40
137,MIMUSICA HD,http://hlslive.lcdn.une.net.co/v1/AUTH_HLSLIVE/MMHD/tu1_1.m3u8?,40
138,Spirit TV,rtmp://cdn.rbm.tv/rightbrainmedia-live-109/_definst_/mp4:spirit1#plugin_player,40
139,Trendy Channel,http://hlslive.lcdn.une.net.co/v1/AUTH_HLSLIVE/TREN/tu1_1.m3u8,40
140,Tigo Music,http://hlslive.lcdn.une.net.co/v1/AUTH_HLSLIVE/MESH/tu1_1.m3u8,40
141,Cantinazo TV,http://hlslive.lcdn.une.net.co/v1/AUTH_HLSLIVE/CANT/tu1_1.m3u8,40
142,TELEMUSICA,rtmp://186.155.200.118:1935/live/ playpath=telemusica swfUrl=http://www.widih.org/swf/jwplayer.flash.swf live=1 pageUrl=http://telemas.olympe.in/tv-en-vivo/telemusica-colombia.html,40
143,TELEMUSICA ALT,http://186.155.200.118:1935/live/telemusica/playlist.m3u8,40
144,Si Tv,http://hd.worldkast.com:1935/8436/8436/playlist.m3u8,40
145,Estudio TV,rtmp://190.107.176.167:1935/live/estudio-tv,40
146,Dream TV,http://212.224.108.80/S1/HLS_LIVE/dreamtv/1000/prog_index.m3u8,40
147,Music Box UA,rtmp://212.26.132.86/live/mb_ua,40
148,QUIERO MUSICA,mms://streamqm.uigc.net/qmusica,40
149,QUIERO MUSICA,mms://200.42.92.6:1755/qmusica,40
150,538 TV  (NL) (English),http://538hls.lswcdn.triple-it.nl/content/538tv/538tv_0.m3u8,40
151,Albmusic  (AL) (Albanian),http://188.138.17.8:1935/albuk/albmus.stream/playlist.m3u8,40
152,Aloula TV  (SY) (Arabic),http://82.137.248.21:1935/Aloula/AloulaLive3/HasBahCa.m3u8,40
153,Bandwagon Live Music  (US) (English),http://68.235.37.11:1935/BW/smil:bw.smil/playlist.m3u8,40
154,Channel UFX  (IN) (Tamil),rtmp://live.wmncdn.net/ufx/378846f78998168446c173d7055d2653.sdp,40
155,City TV  (BG) (English),http://nodeb.gocaster.net:1935/CGL/_definst_/mp4:TODAYFM_TEST2/stream.m3u8,40
156,Desi Channel  (IN) (Punjabi),rtmp://live.wmncdn.net/desichannel/7e2dd0aed46b70a5c77f4affdb702e4b.sdp,40
157,E 24  (IN) (Hindi/English),http://d3ibnxavurfby0.cloudfront.net/bagnetworks/ngrp:e24_all/playlist.m3u8,40
158,ESKA TV HD  (PL) (English/Polish),http://stream.smcloud.net/live/eskatv/aylist.m3u8,40
159,Hamdard TV  (IN) (Punjabi),rtmp://live.wmncdn.net/hamdard/997831f276885a936ac3ce2dc96d82aa.sdp,40
160,Hawacom Tv  (LB) (Arabic),http://mobilestreaming.itworkscdn.com/hawacom/hawacomlive/playlist.m3u8,40
161,HitTV  (US) (English),rtmp://tst.es.flash.glb.ipercast.net/tst.es-live/live,40
162,Joo Music Tv  (IN) (Hindi/English),http://wowzacontrol.com:1935/8038/8038/chunklist_w1440951984.m3u8,40
163,Kenh 9 Music  (VN) (Vietnamese),rtmp://203.162.121.230/live/9_music?securetoken=#ed?#w@1,40
164,La Mega Mundial  (US) (Spanish),http://68.235.35.243:1935/lamegamundial/lamegamundial2/playlist.m3u8,40
165,M 6  (FR) (English),http://sslhls.m6tv.cdn.sfr.net/hls-live/livepkgr/_definst_/m6_music_hits_hls_aes/m6_music_hits_hls_aes_856.m3u8,40
166,MAD  (UK) (English),http://144.76.2.213:1935/live/livestream/playlist.m3u8,40
167,MTV AM  (RU) (English),http://mtvam.ru/hlsam/playlist.m3u8,40
168,Magic TV  (BG) (English),http://31.13.217.76:1935/magictv/magictv_live.stream/playlist.m3u8,40
169,Media Punjab TV  (DE) (Punjabi),http://mediapunjab.tv:1935/live/live/chunlist.m3u8,40
170,Mezzo  (FR) (French),http://en356.edem.tv/iptv/MDZBM3MPLADKUX/707/index.m3u8,40
171,Monte Carlo TV  (US) (English),http://fms.105.net:1935/live/rmc1/playlist.m3u8,40
172,OutOfFocus.TV  (US) (English),http://pablogott.videocdn.scaleengine.net/pablogott-iphone/play/ooftv.smil/playlist.m3u8,40
173,Peppers TV  (UK) (Tamil),rtmp://live.wmncdn.net/pepperstv/51f5cdae2cc7bd5e4e8e76b7357ae0f8.sdp,40
174,Power Turk Tv  (TR) (Turkish),http://cdn2.powergroup.com.tr/powertv/_definst_/powerturktv.smil/playlist.m3u8,40
175,Radio Monte Carlo TV  (IT) (English/Italian),http://fms.105.net:1935/live/rmc1/.m3u8,40
176,Real Hip Hop Network  (US) (English),http://rhn.tulix.tv/live/Stream1/playlist.m3u8,40
177,RomaTV  (BG) (Bulgarian),http://185.46.161.3/hls/sd.m3u8,40
178,SMO Positive Channel  (MX) (Spanish),http://199.217.118.90:1935/smotv/stream/playlist.m3u8,40
179,Slam TV  (NL) (English),http://hls2.slamfm.nl/content/slamtv/slamtv_1.m3u8,40
180,TRT Musik  (TR) (Turkish),http://trtcanlitv-lh.akamaihd.net/i/TRTMUZIK_1@181845/master.m3u8,40
181,TV Blast  (PA) (Spanish),http://www.streaming507.com:1935/TVBlast/TVBlast/playlist.m3u8,40
182,TV M3  (US) (English),http://rtmp.infomaniak.ch/livecast/tvm3/PAZ.m3u8,40
183,Agro TV,http://v1.streaminglatinoamerica.com:1935/agrotvweb/agrotvweb/playlist.m3u8,50
184,Agro TV [HD],http://v1.tustreaming.cl:1935/agrotvweb/agrotvweb/playlist.m3u8?DVR,50
185,Nasa TV,http://nasatv-lh.akamaihd.net/i/NASA_101@319270/master.m3u8?,50
186,NASA TV ALT,http://nasatv-lh.akamaihd.net/i/NASA_101@319270/index_1000_av-p.m3u8,50
187,NASA Space Station 1,http://iphone-streaming.ustream.tv/uhls/17074538/streams/live/iphone/playlist.m3u8,50
188,NASA Space Station 2,http://iphone-streaming.ustream.tv/uhls/9408562/streams/live/iphone/playlist.m3u8,50
189,NASA Public,https://nasa-i.akamaihd.net/hls/live/253565/NASA-NTV1-Public/master.m3u8,50
190,NASA Media,https://nasa-i.akamaihd.net/hls/live/253566/NASA-NTV2-Media/master.m3u8,50
191,NASA ISS,http://d2ai41bknpka2u.cloudfront.net/live/iss.stream_source/chunklist.m3u8,50
192,Discovery Channel Latino,http://iphone-streaming.ustream.tv/uhls/17248101/streams/live/iphone/playlist.m3u8,50
193,TEC TV,http://tectvhls-lh.akamaihd.net/i/tectvHLS_1@334993/master.m3u8,50
194,360 TV,http://lsd360tvhls-lh.akamaihd.net/i/360TVHLS_1@197877/master.m3u8,50
195,Viajar [SD],http://eventshd-lh.akamaihd.net/i/viajar_1@168433/master.m3u8,50
196,Mexico Travel Channel,http://live10.cdnmedia.tv/mtchlive/smil:live.smil/playlist.m3u8,50
197,Earth TV,http://cdn.liveonearth.com/cdnedge/smil:TWL.smil/playlist.m3u8,50
198,UVTV,http://urtmpkal-f.akamaihd.net/i/0queot4rb_1@327205/index_1_av-p.m3u8?sd=10&rebase=on,50
199,Educativo Cuba,http://170.55.15.122:8000/play/a00m,50
200,YES!,http://hlslive.lcdn.une.net.co/v1/AUTH_HLSLIVE/YES/tu1_1.m3u8?time=1472170398067,50
201,Deutsche Welle,http://dwstream3-lh.akamaihd.net/i/dwstream3_live@124409/master.m3u8,60
202,Deutsche Welle ALT,http://www.metafilegenerator.de/DWelle/tv-latinoamerica/ios/master.m3u8,60
203,Deutsche Welle Asia,http://www.metafilegenerator.de/DWelle/tv-asia/ios/master.m3u8,60
204,Deutsche Welle U.S.A,http://www.metafilegenerator.de/DWelle/tv-northamerica/ios/master.m3u8,60
205,Bloomberg TV,http://cdn3.videos.bloomberg.com/btv/us/master.m3u8,60
206,Bloomberg TV Europe,http://cdn-videos.akamaized.net/btv/desktop/akamai/europe/live/primary.m3u8,60
207,France24,http://static.france24.com/live/F24_EN_LO_HLS/live_web.m3u8,60
208,Aljazeera,http://aljazeera-eng-apple-live.adaptive.level3.net/apple/aljazeera/english/800.m3u8,60
209,ABC News,http://abclive.abcnews.com/i/abc_live4@136330/index_1200_av-b.m3u8?sd=10&b=1200&rebase=on,60
210,VoA,http://voa-lh.akamaihd.net/i/voa_mpls_tvmc3_3@320295/master.m3u8,60
211,NHK World,https://nhkworld.webcdn.stream.ne.jp/www11/nhkworld-tv/global/263941/live_wa_s.m3u8,60
212,Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8,60
213,CGTN,https://live.cgtn.com/cctv-e.m3u8,60
214,Channel NewsAsia,http://imtcnai-lh.akamaihd.net/i/cnai_main@334572/master.m3u8,60
215,BBC World News,http://hlslive.lcdn.une.net.co/v1/AUTH_HLSLIVE/BBCW/tu1_1.m3u8,60
216,TV5 Monde,http://hlslive.lcdn.une.net.co:80/v1/AUTH_HLSLIVE/TV5/tu1_manifest.m3u8,60
217,TV5 Monde ALT,http://hlslive.lcdn.une.net.co/v1/AUTH_HLSLIVE/TV5/tu1_1.m3u8,60
218,Euronews,http://fr-par-iphone-1.cdn.hexaglobe.net/streaming/euronews_ewns/ipad_es.m3u8,60
219,RTVE24H,http://iphonelive.rtve.es/24H_LV3_IPH/bitrate_2.m3u8,60
220,RTVE24H ALT,http://190.57.234.164/V0/4/2.m3u8,60
221,Unicable,http://latino-webtv.ml:8880/tpmariocs/CANAL218/PROFILE03.m3u8,60
222,Telesur,http://cdna.telesur.ultrabase.net/mbliveMain/ngrp:mblive_all/playlist.m3u8,60
223,Russia Today,http://rt.ashttp14.visionip.tv:1935/live/RT_en_Espanol-HD/livestream.m3u8,60
224,Russia Today ALT,http://rt-esp-live.hls.adaptive.level3.net/rt/esp/index.m3u8,60
225,Russia Today News,http://rt-eng-live.hls.adaptive.level3.net/rt/eng/index.m3u8,60
226,Russia Today USA,http://rt-usa-live.hls.adaptive.level3.net/rt/usa/index.m3u8,60
227,Russia Today UK,http://rt-uk-live.hls.adaptive.level3.net/rt/uk/index.m3u8,60
228,Russia Today Docu,http://rt-doc-live.hls.adaptive.level3.net/rt/doc/index.m3u8,60
229,TRT World,http://trtcanlitv-lh.akamaihd.net/i/TRTWORLD_1@321783/master.m3u8,60
230,Cable Noticias,http://hlslive.lcdn.une.net.co/v1/AUTH_HLSLIVE/CNOT/tu1_1.m3u8,60
231,Azteca noticias,http://aztecalive-lh.akamaihd.net/i/0pd7p6ys0_1@175672/index_3_av-p.m3u8,60
232,CB24 NOTICIAS,http://ipointcablertmp.tulix.tv:1935/cb24stream/myStream.sdp/playlist.m3u8,60
233,iNews,http://livemedia.mncplaymedia.net/cdn/iptv/Tvod/001/channel2000029/index512.m3u8,60
234,Milenio,http://brightcove03-f.akamaihd.net/milenio_centro_512k@101956,60
235,BNTV,http://tvstream.rtvbn.com:1935/live/stream/chunklist_w1957700324.m3u8,60
236,BYU TV Internacional,http://byuhd2-lh.akamaihd.net/i/byutvintspanhd2_live@103133/master.m3u8,70
237,BYU TV Internacional ALT,http://byuhd2-lh.akamaihd.net/i/byutvintspanhd2_live@103133/index_840_av-b.m3u8,70
238,Efekto TV HD,http://grupomac-lh.akamaihd.net:80/i/004rss0k8_1@301782/index_3_av-p.m3u8,70
239,Efekto TV HD ALT,http://grupomac-lh.akamaihd.net/i/004rss0k8_1@301782/index_2_av-p.m3u8,70
240,Enlace,http://acaooyalahd2-lh.akamaihd.net/i/TBN07_delivery@186245/index_1728_av-b.m3u8,70
241,Nueva Vida,http://stream.novotempo.com:1935/tv/tvnuevotiempo.stream/live.m3u8,70
242,AMAZING TV,http://redir.atmcdn.pl/hls/mm/multimedia/live/amazing/live.livx/playlist.m3u8?sessionId=ABA74CBC0702307FF0B559F938FC9B21.node1&stream=2,70
243,Positive Channel,http://199.217.118.90:1935/smotv/stream/playlist.m3u8,70
244,Life Design HD,http://hlslive.lcdn.une.net.co/v1/AUTH_HLSLIVE/LDTV/tu1_1.m3u8,70
245,Sun Channel,http://hlslive.lcdn.une.net.co/v1/AUTH_HLSLIVE/SUN/tu1_manifest.m3u8,70
246,Sun Channel,http://hlslive.lcdn.une.net.co/v1/AUTH_HLSLIVE/SUN/tu1_1.m3u8,70
247,TWiT TV,http://iphone-streaming.ustream.tv/uhls/1524/streams/live/iphone/playlist.m3u8,70
248,MIAMI TV,http://usaserver.miamitvchannel.com/miamitv/smil:miamitv/playlist.m3u8,70
249,Fox Sports Chile,http://link.theplatform.com/s/flac/80Wqf2qD7W5V?mbr=true&feed=FoxPlay%20Live%20Events&manifest=M3U&auth=lZ4PzsEq7QN8IlnWAxo20eCAcFCgoHBm&manifest=m3u8,80
250,Fox Sports Mexico,http://link.theplatform.com/s/flac/xr8_wTxx_f5i?mbr=true&feed=FoxPlay%20Live%20Events&manifest=M3U&auth=lZ4PzsEq7QN8IlnWAxo20eCAcFCgoHBm&manifest=m3u8,80
251,Fox Sports Argentina,http://link.theplatform.com/s/flac/nM8cCUC8Vx9L?mbr=true&feed=FoxPlay%20Live%20Events&manifest=M3U&auth=lZ4PzsEq7QN8IlnWAxo20eCAcFCgoHBm&manifest=m3u8,80
252,CDO Premium HD,http://unlimited2-cl.dps.live/cdopremium/cdopremium.smil/playlist.m3u8?wmsAuthSign=,80
253,CDO Premium,http://wow2.cl.digitalproserver.com/cdo/cdovivo/cdo.smil/chunklist_w913906597_b1064000.m3u8,80
254,CDO Premium [ALT],http://wow2.cl.digitalproserver.com/cdo/cdovivo/cdo.smil/playlist.m3u8,80
255,CDO - ALT2,http://edge1.cl.grupoz.cl/cdofree/live/playlist.m3u8,80
